Group,MediumID,CandidateIndex,CandidateType,a,b,OriginalStartX,OriginalStartY,OriginalStartZ,OriginalEndX,OriginalEndY,OriginalEndZ,Valid,MatchedPieceIndex
1,A1,1,BOUNDARY_EVENT,2552.18615205291,0,-7514.74698018023,-527.508669386136,-576.16978737989,-2588.09423943591,263.800242732266,-256.916004757901,1,2
1,A2,1,BOUNDARY_EVENT,2684.46563018304,0,-7669.26746487694,75.6211298477729,-262.64252357348,-2697.57508248102,420.228820486022,141.734026660795,1,2
1,A3,1,BOUNDARY_EVENT,3937.85882102586,0,-8933.0358623267,105.066056981,-242.602515764392,-3939.15969626586,318.937665072886,-118.26517904821,1,2
1,A4,1,DIRECT,0,0,-4192.3186063671,261.813019412782,-199.977019550071,806.624526775099,321.530792400596,-283.651025070759,1,1
1,A5,1,DIRECT,0,0,-2777.97743793496,-159.004834417892,-249.729794262883,2215.33209763938,97.7058633389306,-280.705584803122,1,1
1,A8,1,BOUNDARY_EVENT,0,576.688470535782,577.038075568308,-500,-306.636481677966,5576.64289084053,-468.709098793001,-252.115195849156,1,1
1,A9,1,BOUNDARY_EVENT,0,1062.14117897414,1066.9641376733,105.066056981001,-242.602515764394,6060.84030373414,318.937665072886,-118.26517904821,1,1
1,A10,1,BOUNDARY_EVENT,0,2315.53436981696,2330.73253512306,75.6211298477722,-262.64252357348,7302.42491751898,420.228820486022,141.734026660795,1,1
1,A12,1,BOUNDARY_EVENT,0,3640.74861530234,3660.68808804375,-338.712686789317,-500,8587.34082878807,452.596225329087,-180.746217378014,1,1
2,A1,1,BOUNDARY_EVENT,3493.90581966046,0,-8451.63794343944,-590.62216203489,252.833230701372,-3512.12594512394,-404.979103320158,-500,1,2
2,A2,1,BOUNDARY_EVENT,769.814150159529,0,-5759.45994359387,-268.781254298442,150.427922936673,-826.711283177028,226.126989945019,-500,1,2
2,A3,1,BOUNDARY_EVENT,3155.33275537634,0,-8109.99496107919,-648.469093654031,48.4670910637463,-3181.83808795686,151.850100006258,318.205894642448,1,2
2,A4,1,BOUNDARY_EVENT,1919.87724795564,0,-6913.85908644009,-119.195940929907,-324.340629772121,-1929.53238410003,108.400845346282,-0.786882742922217,1,2
2,A5,1,BOUNDARY_EVENT,1982.85577666722,0,-6955.54249614789,288.172608706274,-62.6130768044481,-2024.41608957997,-500,-313.165070078707,1,2
2,A6,1,BOUNDARY_EVENT,2322.73618141134,0,-7322.16963646283,35.3271229399665,268.103692349086,-2323.38920016757,-71.012294660458,297.870754283097,1,2
2,A7,1,BOUNDARY_EVENT,3443.51203030501,0,-8429.97102577644,285.388425939954,66.2105465060162,-3449.63264509039,-144.842051888255,171.715758761894,1,2
2,A8,1,BOUNDARY_EVENT,4170.56161209929,0,-9153.5551509294,349.017421057368,-177.861668869039,-4173.94384524883,33.2672984059111,-500,1,2
2,A9,1,BOUNDARY_EVENT,3055.94400270754,0,-8019.03517775782,532.248719292468,145.814521648708,-3079.42375967721,104.273670959877,-500,1,2
2,A10,1,BOUNDARY_EVENT,3125.3223103724,0,-8120.60302705075,314.745567026609,-55.6435126372188,-3128.15310165583,291.66119757681,218.054960707695,1,2
2,A11,1,BOUNDARY_EVENT,1946.42642463386,0,-6938.54445731346,430.74380997312,-6.82452456142585,-1958.79173514694,114.169942843126,-325.954298674494,1,2
2,A12,1,DIRECT,0,0,-4850.28126750738,82.5010658474648,-222.18011252894,147.723911234192,170.890609581654,-332.323300384175,1,1
2,A14,1,DIRECT,0,0,-4320.97782889831,-411.653921511031,368.315645023836,669.713064161411,-154.034754426643,205.10787964038,1,1
2,A16,1,DIRECT,0,0,-3571.27624542796,181.81815690851,361.831173792362,1420.41208784988,34.5184054987683,114.141112117339,1,1
2,A18,1,DIRECT,0,0,-3511.51171165783,-474.333842855282,-463.533330394968,1481.8651122767,-242.86501776371,-351.238730327768,1,1
2,A21,1,DIRECT,0,0,-2678.97911623744,295.087071499692,-78.7997608836554,2315.72959335963,490.579233198023,-199.910127862549,1,1
2,A24,1,DIRECT,0,0,-1977.25732408147,66.8052381259813,-477.030271691909,2995.23503720289,342.918909852125,-31.9674028131336,1,1
2,A25,1,DIRECT,0,0,-1838.56689459812,294.257902005536,-367.771364687737,3100.77004810686,216.528673349028,404.82732379311,1,1
2,A26,1,DIRECT,0,0,-1779.52317608205,-232.026520024825,339.790039270438,3220.45837798502,-243.703331153308,346.726253723034,1,1
2,A29,1,DIRECT,0,0,-1028.3713146442,-236.936150294581,-334.043480856211,3965.06458500721,-14.6318438933278,-206.847917144566,1,1
2,A31,1,DIRECT,0,0,-568.823774163553,-394.401820150427,-168.577848702974,4417.58197113286,-166.578870825741,120.998474631548,1,1
2,A33,1,DIRECT,0,0,-134.813541478156,-364.233142148315,427.977499036112,4824.09874614606,143.9163178571,39.4249930014681,1,1
2,A34,1,BOUNDARY_EVENT,0,74.486898564579,74.4923033113464,-195.552670819329,257.81445243288,5074.48681683039,-202.353389003721,260.749586441446,1,1
2,A38,1,BOUNDARY_EVENT,0,1556.48796969499,1570.02897422356,285.388425939953,66.2105465060182,6550.36735490961,-144.842051888255,171.715758761893,1,1
2,A39,1,BOUNDARY_EVENT,0,1874.67768962761,1879.39697294925,314.745567026607,-55.6435126372199,6871.84689834417,291.661197576811,218.054960707696,1,1
2,A42,1,BOUNDARY_EVENT,0,2677.26381858866,2677.83036353717,35.3271229399666,268.103692349086,7676.61079983243,-71.0122946604581,297.870754283097,1,1
2,A43,1,BOUNDARY_EVENT,0,2772.22899017547,2804.23899723811,-500,98.5069701618498,7732.39587036044,300.31919366029,368.245773740552,1,1
2,A44,1,BOUNDARY_EVENT,0,3053.57357536613,3061.45554268653,430.743809973119,-6.82452456142613,8041.20826485305,114.169942843128,-325.954298674493,1,1
2,A45,1,BOUNDARY_EVENT,0,3080.12275204437,3086.14091355992,-119.195940929906,-324.34062977212,8070.46761589998,108.400845346282,-0.786882742921591,1,1
2,A46,1,BOUNDARY_EVENT,0,3065.48707067615,3092.13444207282,280.552107085691,-65.0355561569352,8023.26084864074,-507.620501620581,-315.587549431193,1,1
2,A47,1,BOUNDARY_EVENT,0,3946.85772577717,3959.59822010861,-500,-114.664350356616,8899.11021842411,-314.356941285264,-867.497581057993,1,1
2,A48,1,BOUNDARY_EVENT,0,3965.08191267927,3977.58135981847,359.25898652865,-115.227055308326,8917.19277789908,-68.7160618039371,-761.041576957033,1,1
2,A49,1,BOUNDARY_EVENT,0,4422.52604986024,4430.2932292045,-249.743104160598,125.407235577456,9363.04188962134,245.165140082868,-525.020687359217,1,1
3,A1,1,BOUNDARY_EVENT,125.192846639874,0,-5119.7502408185,-4877.43388806041,2520.58924842467,-337.119122805609,-4694.65516508342,3967.32057366848,1,2
3,A2,1,BOUNDARY_EVENT,1463.45856285632,0,-6034.66440059518,-4944.15626562438,-316.987420275034,-2499.66714527227,-4677.41226432862,-3842.98260498987,1,2
3,A3,1,BOUNDARY_EVENT,0,3220.94736301593,-5000,-4706.61459072279,-4108.45905076322,-577.587787101104,-5531.16975895707,-6290.74661058223,1,1
3,A3,2,EVENT_INTERVAL_REPRESENTATIVE,1478.66238431163,1742.2849787043,-6307.85091742679,-4462.76684851123,-3463.0857454721,-1885.43870452789,-5287.32201674552,-5645.37330529112,1,2
3,A3,3,BOUNDARY_EVENT,2957.32476862325,263.622594392675,-7615.70183485357,-4218.91910629968,-2817.71244018099,-3193.28962195468,-5043.47427453396,-5000,1,2
3,A3,4,EVENT_INTERVAL_REPRESENTATIVE,3089.13606581959,131.811297196338,-7732.2866129574,-4197.1819690327,-2760.18240935795,-3309.8744000585,-5021.73713726698,-4942.46996917697,1,2
3,A3,5,BOUNDARY_EVENT,3220.94736301593,0,-7848.87139106123,-4175.44483176572,-2702.65237853492,-3426.45917816233,-5000,-4884.93993835393,1,2
3,A4,1,BOUNDARY_EVENT,3521.93086086851,0,-8322.87206415158,-5531.15487574788,1611.97860567497,-3605.47101992416,-4152.45454528847,692.569672330724,1,3
3,A5,1,BOUNDARY_EVENT,577.203678034864,0,-5328.43298613041,-4610.19129894059,59.5967397559424,-2483.39752786214,-4066.21125355775,-4015.92273037563,1,2
3,A6,1,BOUNDARY_EVENT,1557.90756635058,0,-6557.69750778923,-4498.08055405592,3039.0523260015,-1558.37167667412,-4567.34509022482,2994.96538491327,1,2
3,A7,1,BOUNDARY_EVENT,2502.40172362163,0,-7480.57516863928,-4562.50005729551,701.261118186282,-2524.18638177167,-4309.12018384298,92.9776044016462,1,2
3,A8,1,BOUNDARY_EVENT,2502.87175150866,0,-7485.47437372652,-4260.34208156522,-2304.59192919242,-2520.22920639355,-4593.9107173629,-2789.43457736672,1,2
3,A9,1,BOUNDARY_EVENT,2095.98920912094,0,-6092.752250677,-5948.31105281666,-4381.70758343812,-3485.9825070119,-1935.54048003478,-2931.73384790774,1,3
3,A10,1,BOUNDARY_EVENT,657.818778121274,0,-5642.48288923202,-4345.88343765613,1246.1786196431,-759.049103205538,-3308.26191366606,1520.79841217019,1,2
3,A11,1,BOUNDARY_EVENT,0,4086.48489857234,-5000,-4113.79464480424,-1483.19311457291,-3788.19740354866,-8964.31848294757,-1546.06570667072,1,1
3,A11,2,EVENT_INTERVAL_REPRESENTATIVE,2043.24244928617,2043.24244928617,-5495.20130104491,-2131.63540333046,-1457.50032475873,-4283.39870459358,-6982.15924147378,-1520.37291685654,1,2
3,A11,3,BOUNDARY_EVENT,4086.48489857234,0,-5990.40260208983,-149.476161856671,-1431.80753494455,-4778.60000563849,-5000,-1494.68012704236,1,2
3,A12,1,BOUNDARY_EVENT,2939.61725961887,0,-7778.54547893462,-3691.2417493783,5196.66973964978,-3052.51274483836,-4340.69143386373,3699.06174568995,1,3
3,A13,1,BOUNDARY_EVENT,471.840857525615,0,-5453.62257371063,-3956.33374593534,1118.95031819287,-646.677960123347,-4404.32707824943,2419.94434435375,1,2
3,A14,1,BOUNDARY_EVENT,1490.06942095495,0,-6487.12407589988,-3908.89270220084,833.536155343552,-1497.00732366556,-3996.37334061972,1135.33399657542,1,2
3,A15,1,BOUNDARY_EVENT,4195.09741469954,0,-8804.62101200746,-3347.19192764942,-4035.17894862001,-4270.0171209558,-3898.40520002173,-2002.07012722856,1,2
3,A16,1,BOUNDARY_EVENT,2502.15905539494,0,-7427.26396874057,-3554.92440223894,3045.22702639136,-2576.92489156017,-3456.76012690378,1835.03092185925,1,2
3,A17,1,BOUNDARY_EVENT,4018.61202373739,0,-8675.72172827145,-4469.59705159465,4630.74058319827,-4102.34949606856,-2841.41616101726,3433.53825557183,1,2
3,A18,1,BOUNDARY_EVENT,3528.7768458041,0,-7302.53214933889,-338.839092535155,1065.68879817128,-4040.0246999422,-3964.39042857365,-34.9576720364012,1,2
3,A19,1,BOUNDARY_EVENT,4117.58358432122,0,-6991.79517712893,-5656.5587290294,-1074.47554257817,-4573.14946376295,-2163.19389376176,-3710.10735315639,1,3
3,A20,1,BOUNDARY_EVENT,3159.53961503674,0,-7713.05490052306,-1448.60950391369,1283.25446944978,-3419.62099703407,-3553.43041143183,2744.81331658726,1,2
3,A21,1,BOUNDARY_EVENT,1808.25933949856,0,-6788.65712040849,-2934.55467460004,-1233.640012785,-1842.85902237545,-2262.68910855129,-937.535580783762,1,2
3,A22,1,BOUNDARY_EVENT,2234.71193815159,0,-6650.92957248635,-1449.86954706891,1910.41866420061,-2957.09873840603,-4028.25170916487,4080.1097010496,1,2
3,A23,1,BOUNDARY_EVENT,1549.95603994325,0,-5717.12861181137,-1914.2426538574,-120.190611144001,-3403.74489856223,-4013.07197165803,-4024.44102447742,1,2
3,A24,1,BOUNDARY_EVENT,1184.47771030474,0,-5472.51478078056,-3051.06585963938,-3566.15000961059,-3477.9024015447,-539.990915338504,269.997026244971,1,2
3,A25,1,BOUNDARY_EVENT,1334.31573317426,0,-5709.12319512214,-1961.10631399334,-4070.08071759942,-3051.86907793065,-3726.31167480155,-220.009212959164,1,2
3,A26,1,BOUNDARY_EVENT,525.697382049064,0,-5453.93427541205,-2333.10564612701,1439.41223578663,-1136.48576879498,-3251.23992689051,-909.346550295275,1,2
3,A27,1,BOUNDARY_EVENT,2694.22579578813,0,-7260.99489663987,-930.100019087664,-1850.99938562975,-3064.99376678937,-3445.2491194506,-817.752309061515,1,2
3,A28,1,BOUNDARY_EVENT,963.463356057905,0,-5883.99784397859,-2323.41298522059,2932.9824985829,-1296.39293705433,-544.587260835758,3821.61080121073,1,2
3,A29,1,BOUNDARY_EVENT,1288.44457259974,0,-6058.02143002854,-2592.15662376051,4508.83742012003,-1952.21256355269,148.897971568059,3715.77168678109,1,2
3,A30,1,BOUNDARY_EVENT,4168.36454623819,0,-9041.20796233372,-879.348926666654,-4810.58496730685,-4193.73371013477,-2022.79385410491,-4369.53273436392,1,2
3,A31,1,BOUNDARY_EVENT,1722.13766497525,0,-5527.62453100125,-1620.35756654936,-1336.03639488305,-3995.73616419977,-2209.34600138377,3386.92990346057,1,2
3,A32,1,BOUNDARY_EVENT,1065.53029507632,0,-5978.59993946937,-1357.76387813388,2505.56433286008,-1386.52055894232,-3296.09996253492,2900.10227380758,1,2
3,A33,1,BOUNDARY_EVENT,1567.74408518393,0,-6470.47697297513,-1770.42110056799,-1042.75460219955,-1780.69058860293,-1643.08063301096,-2771.82605077521,1,2
3,A34,1,BOUNDARY_EVENT,1034.27501952958,0,-6033.40012484487,-1723.44607031509,1110.01620415164,-1037.62963183377,-1563.14982673259,981.243942181346,1,2
3,A35,1,BOUNDARY_EVENT,1897.59503084703,0,-6618.14457213507,-2559.68555181577,-734.93467313441,-2354.47254035077,51.3673451435429,-675.743671616226,1,2
3,A36,1,BOUNDARY_EVENT,831.340044694938,0,-5515.7806928964,-1361.26582898101,2855.42176825384,-2413.6764685915,-2347.43049850611,-939.89490181865,1,2
3,A37,1,BOUNDARY_EVENT,0,3924.90806437602,-5000,-1332.26025692466,4449.60978106156,-748.622812481157,-721.076408112897,7009.34537529703,1,1
3,A37,2,EVENT_INTERVAL_REPRESENTATIVE,1962.45403218801,1962.45403218801,-6668.6264607997,-1572.14429862643,3444.93709341305,-2417.24927328085,-960.960449814663,6004.67268764851,1,2
3,A37,3,BOUNDARY_EVENT,3924.90806437602,0,-8337.25292159939,-1812.02834032819,2440.26440576453,-4085.87573408055,-1200.84449151643,5000,1,2
3,A38,1,BOUNDARY_EVENT,4438.28169518885,0,-8163.2137965135,1880.89202961122,3275.34317478256,-4599.65698133606,-1583.8638820847,2730.79813773728,1,2
3,A39,1,BOUNDARY_EVENT,0,4188.9785764957,-5000,-1126.71993264818,4747.84309165573,-451.472865597249,249.59119342411,6302.40688637485,1,1
3,A39,2,EVENT_INTERVAL_REPRESENTATIVE,2094.48928824785,2094.48928824785,-6905.36827206225,-1703.25371481913,4096.6396484683,-2356.8411376595,-326.942588746839,5651.20344318743,1,2
3,A39,3,BOUNDARY_EVENT,4188.9785764957,0,-8810.7365441245,-2279.78749699008,3445.43620528088,-4262.20940972175,-903.476370917789,5000,1,2
3,A40,1,BOUNDARY_EVENT,2782.1878034517,0,-7460.30859986854,-1371.64340868336,2509.40607726431,-3038.77279122151,-908.420118048348,4797.51561919305,1,2
3,A41,1,BOUNDARY_EVENT,806.481531517576,0,-5796.26722387823,-1221.95108410428,-3535.95774239944,-859.593581892434,-464.39271979464,-3300.67349476013,1,2
3,A42,1,BOUNDARY_EVENT,3777.41966060062,0,-8580.06616719511,-2237.29236449687,-3963.72843475645,-3841.2940835211,-642.904872072403,-3919.37008726385,1,2
3,A43,1,BOUNDARY_EVENT,3429.28924354136,0,-8353.4218941714,-493.065215503684,477.228413794833,-3464.03861965299,-1273.96671209501,-218.561818589242,1,2
3,A44,1,BOUNDARY_EVENT,3998.22456055297,0,-8237.87098457833,-1726.8632933773,5373.96463449328,-4188.73500491925,-770.048269359104,2601.05951025203,1,3
3,A45,1,BOUNDARY_EVENT,2280.39609365513,0,-7241.11142302339,-704.783373269199,-1028.25735121264,-2327.24705257705,-763.909003116404,-1950.45099072288,1,2
3,A46,1,BOUNDARY_EVENT,3866.12514579897,0,-8609.92690992662,650.083027888508,1952.36995680638,-3941.26413545687,-1135.38813308892,1827.14762813308,1,2
3,A47,1,BOUNDARY_EVENT,3478.70078524956,0,-8391.37254664874,213.044832449732,2413.27886626428,-3516.89101459389,-899.92465203099,2440.27368559865,1,2
3,A48,1,BOUNDARY_EVENT,0,3130.97638408635,-5000,-514.068744165381,4019.84708744789,-749.387451573915,-275.550619361459,6641.94587797862,1,1
3,A48,2,EVENT_INTERVAL_REPRESENTATIVE,1565.48819204318,1565.48819204318,-6330.85675070232,-588.748205759145,3198.87414845858,-2080.24420227623,-350.230080955223,5820.97293898931,1,2
3,A48,3,BOUNDARY_EVENT,3130.97638408635,0,-7661.71350140464,-663.427667352909,2377.90120946927,-3411.10095297855,-424.909542548987,5000,1,2
3,A49,1,BOUNDARY_EVENT,9.71721946176967,0,-5008.42542479918,-472.086118532311,-1278.82993245206,-673.118996697684,-2802.85269639203,-2157.83239774665,1,2
3,A50,1,BOUNDARY_EVENT,1209.48823648582,0,-6165.37706344597,-506.295200470953,2125.67594923217,-1347.73176400929,-169.264629335002,3420.55206799234,1,2
3,A51,1,BOUNDARY_EVENT,3833.53100532821,0,-7038.40663166911,2963.392879765,931.959038464291,-4379.75247074549,-1271.17341410157,934.480040778632,1,2
3,A52,1,BOUNDARY_EVENT,341.911238822037,0,-5332.97631947522,-311.562106379373,3464.80199746974,-463.63770658839,124.771338411342,4513.20773858641,1,2
3,A53,1,BOUNDARY_EVENT,1639.95347962272,0,-6128.37508129907,844.908496831237,-4276.14084971973,-2688.10956364959,-2232.55516649171,-2354.21718604344,1,2
3,A54,1,BOUNDARY_EVENT,2649.43093338651,0,-7636.49077427042,12.1807173140578,-3788.92078205069,-2660.91141296876,-61.3227277094073,-3300.85596774969,1,2
3,A55,1,BOUNDARY_EVENT,1887.05459794778,0,-6667.73402243825,-711.651708220178,-977.579563814855,-2248.85280868866,1511.80528368367,-1705.40359744172,1,2
3,A56,1,BOUNDARY_EVENT,0,4472.3231996802,-5000,215.344816075578,-4722.96002279038,-781.725961924337,-345.956109142615,-7348.05152806139,1,1
3,A56,2,EVENT_INTERVAL_REPRESENTATIVE,2236.1615998401,2236.1615998401,-6886.54848430945,466.376731061106,-3548.93425875968,-2668.27444623378,-94.9241941570864,-6174.0257640307,1,2
3,A56,3,BOUNDARY_EVENT,4472.3231996802,0,-8773.09696861889,717.408646046635,-2374.90849472899,-4554.82293054323,156.107720828442,-5000,1,2
3,A57,1,BOUNDARY_EVENT,1141.4659969434,0,-6111.25448927516,-31.3664051409532,1617.80884706798,-1243.59092220063,1068.96624807133,1309.39443422368,1,2
3,A58,1,BOUNDARY_EVENT,3164.97109680155,0,-8159.6892267564,419.667746797315,-187.62864204453,-3168.03348944253,304.854789176287,-452.564454844165,1,2
3,A59,1,BOUNDARY_EVENT,1148.58733283153,0,-6135.71479726242,319.864290043192,-282.432451387935,-1191.75117865526,518.842460481699,-1001.89852117701,1,2
3,A60,1,BOUNDARY_EVENT,1587.28211237536,0,-5493.31076386729,-883.760623992503,39.3922598071502,-3939.3627919814,3784.94787024668,-848.530426292623,1,2
3,A61,1,BOUNDARY_EVENT,1031.10633016777,0,-6002.66994460483,936.385010562742,3995.20101820592,-1140.56253982493,30.9393602218937,3260.29982847812,1,2
3,A62,1,BOUNDARY_EVENT,2314.32397124191,0,-7314.30630950978,1007.78727821895,1133.76916204769,-2314.34446694224,992.637982139226,1146.10089740263,1,2
3,A63,1,BOUNDARY_EVENT,6.46248586236106,0,-5006.38243805304,1003.56486866728,-3285.52913673929,-68.3151146029868,637.107139705193,-3979.21483066616,1,2
3,A64,1,BOUNDARY_EVENT,958.862649891061,0,-5780.11990132241,598.3532223583,-5218.21873367755,-1712.1759605972,2828.3771307533,-3353.05775855939,1,3
3,A65,1,BOUNDARY_EVENT,1649.93993334928,0,-6291.18036038046,73.4954595251478,2118.95903323431,-2378.37015958896,3020.94096491727,1117.71913924,1,2
3,A66,1,BOUNDARY_EVENT,3948.06644981402,0,-7706.96101336831,3878.20935848707,1496.82686801208,-4278.74995388142,479.023569555252,2797.94365905574,1,2
3,A67,1,BOUNDARY_EVENT,205.357646958231,0,-5157.53510171841,1189.23628512208,-4552.89507062527,-1321.90725800691,3096.10853520288,-1973.78722751036,1,2
3,A68,1,BOUNDARY_EVENT,907.509694121693,0,-5792.4054780267,2069.91400679435,467.110873810386,-1426.58171239957,-365.593857143029,378.317336970383,1,2
3,A69,1,BOUNDARY_EVENT,4296.34215837076,0,-9255.47616518555,1840.10995910312,-1515.10522800037,-4303.035218537,1847.3209924815,-827.154160731464,1,2
3,A70,1,BOUNDARY_EVENT,1136.35422869053,0,-5700.20103219462,1349.80283907628,1835.79803419742,-2619.29098444703,4561.01415799683,4115.29691397877,1,2
3,A71,1,BOUNDARY_EVENT,2118.58631190606,0,-6745.80600475513,1204.43391370057,-3055.72089647053,-2625.59151327081,3326.08016801863,-1178.90185466049,1,2
3,A72,1,BOUNDARY_EVENT,1673.94697484988,0,-6490.39101327038,2590.92582646437,-3055.11953957642,-2038.66394048171,1713.47815093003,-954.593023176349,1,2
3,A73,1,BOUNDARY_EVENT,0,406.484515046343,-5000,2315.81765375918,4091.04323119117,-610.616363737617,135.355242437497,5080.4344412417,1,1
3,A73,2,EVENT_INTERVAL_REPRESENTATIVE,203.242257523172,203.242257523172,-5178.42164787385,2404.45007434347,4050.82601057032,-789.038011611464,223.987663021785,5040.21722062085,1,2
3,A73,3,BOUNDARY_EVENT,406.484515046343,0,-5356.84329574769,2493.08249492775,4010.60878994947,-967.459659485311,312.620083606072,5000,1,2
3,A74,1,BOUNDARY_EVENT,4309.28897913352,0,-8987.05074681052,3316.58486137682,-3012.16634408452,-4360.93868271287,2198.50476408577,-4544.80591895259,1,2
3,A75,1,BOUNDARY_EVENT,1274.20891334185,0,-5806.35548357729,2188.20628558915,846.644790812001,-2642.21389292369,3910.39189723333,4313.9614353286,1,2
3,A76,1,BOUNDARY_EVENT,0,2047.97175449189,-5000,2685.05139773563,-3256.3901885425,-969.819630587469,2495.26897388695,-6209.63058200863,1,1
3,A76,2,EVENT_INTERVAL_REPRESENTATIVE,1023.98587724595,1023.98587724595,-5825.36955620646,2723.91830208974,-2651.57489753818,-1795.18918679392,2534.13587824106,-5604.81529100432,1,2
3,A76,3,BOUNDARY_EVENT,2047.97175449189,0,-6650.73911241291,2762.78520644385,-2046.75960653387,-2620.55874300038,2573.00278259517,-5000,1,2
3,A77,1,BOUNDARY_EVENT,679.33513476608,0,-5678.35745007737,2847.06674126332,401.469916902103,-685.553343817277,2637.72908546581,233.884409242303,1,2
3,A78,1,BOUNDARY_EVENT,4080.5928834967,0,-8965.2921707139,3820.47445882235,3290.55746507902,-4106.5715338784,2850.17217161023,3962.38128470717,1,2
3,A79,1,BOUNDARY_EVENT,1600.14228195965,0,-6127.83749999956,4296.49481642619,2348.90129974546,-2603.65870441669,1039.7209558079,944.056882182582,1,2
3,A80,1,BOUNDARY_EVENT,4228.69909073507,0,-7837.01188118525,825.498980122529,5060.12679389344,-4482.53829449633,3883.67840956613,2963.6904047954,1,3
