RecordID,OriginalExcelRow,x1,y1,z1,x2,y2,z2,SegmentLength,ux,uy,uz,DirectionFamily,TouchXMin,TouchXMax,TouchYMin,TouchYMax,TouchZMin,TouchZMax
1,3,-5000,-4872.85737033347,2556.81333101074,-337.119122805609,-4694.65516508342,3967.32057366848,4874.80715336013,0.956526223602577,0.0365557445953975,0.289346265048762,1,1,0,0,0,0,0
2,4,-5000,-4866.08250706701,-1349.01698940725,-2499.66714527227,-4677.41226432862,-3842.98260498987,3536.54143714368,0.706999451064582,0.0533488002591512,-0.705199036942967,2,1,0,0,0,0,0
3,5,-5000,-4706.61459072279,-4108.45905076322,-3426.45917816233,-5000,-4884.93993835393,1779.05263698407,0.884482442579779,-0.164911033646857,-0.436457511963802,3,1,0,1,0,0,0
4,6,-5000,-4560.01742740096,964.359666454309,-3605.47101992416,-4152.45454528847,692.569672330724,1478.06913913149,0.943480208845483,0.275740066091883,-0.183881786668849,4,1,0,0,0,0,0
5,7,-5000,-4547.39384234608,-410.884225856586,-2483.39752786214,-4066.21125355775,-4015.92273037563,4422.79632196514,0.569007091653654,0.108796009076568,-0.815103894026315,5,1,0,0,0,0,0
6,8,-5000,-4519.66210305138,3025.31565018178,-1558.37167667412,-4567.34509022482,2994.96538491327,3442.09243364942,0.999865166223022,-0.0138529072337796,-0.00881738821764626,6,1,0,0,0,0,0
7,9,-5000,-4435.68841088378,396.827175517224,-2524.18638177167,-4309.12018384298,92.9776044016462,2497.59827637837,0.991277757373522,0.0506759746905055,-0.121656702756927,7,1,0,0,0,0,0
8,10,-5000,-4427.31798471068,-2547.29172280084,-2520.22920639355,-4593.9107173629,-2789.43457736672,2497.12824849134,0.993049033466594,-0.0667137271595354,-0.0969685296348607,8,1,0,0,0,0,0
9,11,-5000,-4266.16628897089,-3773.88172280203,-3485.9825070119,-1935.54048003478,-2931.73384790774,2904.01079087906,0.52135394873302,0.802554114556377,0.289994747106076,9,1,0,0,0,0,0
10,12,-5000,-4209.37005304343,1282.30863091672,-759.049103205538,-3308.26191366606,1520.79841217019,4342.18122187873,0.976686757205296,0.207524304798013,0.0549239585054175,10,1,0,0,0,0,0
11,13,-5000,-4113.79464480424,-1483.19311457291,-4778.60000563849,-5000,-1494.68012704236,913.515101427663,0.242360519290268,-0.970104767628666,-0.0125745184195619,11,1,0,1,0,0,0
12,14,-5000,-4073.06844973178,4316.19087821228,-3052.51274483836,-4340.69143386373,3699.06174568995,2060.38274038113,0.945206546819252,-0.129889936897085,-0.299521598791966,12,1,0,0,0,0,0
13,15,-5000,-3998.61005755231,1241.72274558076,-646.677960123347,-4404.32707824943,2419.94434435375,4528.15914247438,0.961388922717457,-0.0895986664628175,0.260198805232176,13,1,0,0,0,0,0
14,16,-5000,-3934.96314704756,923.476102249517,-1497.00732366556,-3996.37334061972,1135.33399657542,3509.93057904505,0.998023350446864,-0.0174961276837753,0.0603595682463736,14,1,0,0,0,0,0
15,17,-5000,-3809.67060242485,-2329.36103653559,-4270.0171209558,-3898.40520002173,-2002.07012722856,804.902585300458,0.906920778210332,-0.110242654474462,0.406621764278291,15,1,0,0,0,0,0
16,18,-5000,-3505.79987614971,2439.60639803962,-2576.92489156017,-3456.76012690378,1835.03092185925,2497.84094460506,0.97006781543608,0.0196328550670322,-0.242039220906422,16,1,0,0,0,0,0
17,19,-5000,-3160.9915908559,3668.52224946907,-4102.34949606856,-2841.41616101726,3433.53825557183,981.387976262608,0.914674446440578,0.325636178115479,-0.239440465525289,17,1,0,0,0,0,0
18,20,-5000,-2897.59141411251,288.901642274303,-4040.0246999422,-3964.39042857365,-34.9576720364012,1471.2231541959,0.652501489879337,-0.725110267207699,-0.220129294041536,18,1,0,0,0,0,0
19,21,-5000,-2779.71438908079,-3244.96239808851,-4573.14946376295,-2163.19389376176,-3710.10735315639,882.416415678777,0.483729142673197,0.698672967053528,-0.527126362115645,19,1,0,0,0,0,0
20,22,-5000,-2778.66251188592,2206.82508489744,-3419.62099703407,-3553.43041143183,2744.81331658726,1840.46038496326,0.858686780697797,-0.420964181503628,0.292311769427496,20,1,0,0,0,0,0
21,23,-5000,-2691.57323766101,-1126.55329185837,-1842.85902237545,-2262.68910855129,-937.535580783762,3191.74066050144,0.989159619606608,0.134373113209749,0.0592208864002478,21,1,0,0,0,0,0
22,24,-5000,-2602.2578268195,2880.14555663,-2957.09873840603,-4028.25170916487,4080.1097010496,2765.28806184841,0.738766166816064,-0.515676432419193,0.433938207369798,22,1,0,0,0,0,0
23,25,-5000,-2564.86128944441,-1330.47391306341,-3403.74489856223,-4013.07197165803,-4024.44102447742,3450.04396005675,0.462676742649827,-0.419765863560126,-0.780850082666684,23,1,0,0,0,0,0
24,26,-5000,-2456.20339955356,-2657.38387812609,-3477.9024015447,-539.990915338504,269.997026244971,3815.52228969526,0.398922475847171,0.502214988860175,0.767229407171113,24,1,0,0,0,0,0
25,27,-5000,-2432.17457103533,-3042.63852110194,-3051.86907793065,-3726.31167480155,-220.009212959164,3665.68426682574,0.531450823438297,-0.353041072161642,0.770014300928051,25,1,0,0,0,0,0
26,28,-5000,-2429.63780368038,1192.46496680503,-1136.48576879498,-3251.23992689051,-909.346550295275,4474.30261795094,0.863489701323413,-0.183626856152701,-0.469751757216381,26,1,0,0,0,0,0
27,29,-5000,-2285.37593637789,-1294.23920020719,-3064.99376678937,-3445.2491194506,-817.752309061515,2305.77420421187,0.839200225970101,-0.503029820072587,0.206649415313648,27,1,0,0,0,0,0
28,30,-5000,-1980.646304769,3104.21465993047,-1296.39293705433,-544.587260835758,3821.61080121073,4036.5366439421,0.917520981384852,0.355765144876966,0.177725660525566,28,1,0,0,0,0,0
29,31,-5000,-1885.81724045037,4304.47317215295,-1952.21256355269,148.897971568059,3715.77168678109,3711.55542740026,0.821161773295171,0.548210919065713,-0.158613146667788,29,1,0,0,0,0,0
30,32,-5000,-1832.60798588856,-4442.89166913915,-4193.73371013477,-2022.79385410491,-4369.53273436392,831.635453761807,0.96949485043979,-0.228688985487651,0.088210446588585,30,1,0,0,0,0,0
31,33,-5000,-1823.22140012199,290.683235674212,-3995.73616419977,-2209.34600138377,3386.92990346057,3277.86233502475,0.306377673360296,-0.117797686966883,0.944593259668723,31,1,0,0,0,0,0
32,34,-5000,-1770.83504212766,2589.6427585874,-1386.52055894232,-3296.09996253492,2900.10227380758,3934.46970492368,0.918415876105411,-0.387667216880209,0.0789075881894997,32,1,0,0,0,0,0
33,35,-5000,-1730.49364760457,-1584.90290947253,-1780.69058860293,-1643.08063301096,-2771.82605077521,3432.25591481607,0.937957276874439,0.0254680935114054,-0.345814289715132,33,1,0,0,0,0,0
34,36,-5000,-1690.28799022273,1083.3790173988,-1037.62963183377,-1563.14982673259,981.243942181346,3965.72498047042,0.999154098602221,0.0320592487165004,-0.0257544523940585,34,1,0,0,0,0,0
35,37,-5000,-1568.74135130602,-712.470563064057,-2354.47254035077,51.3673451435429,-675.743671616226,3102.40496915297,0.85273440635686,0.522210579391862,0.0118382003036368,35,1,0,0,0,0,0
36,38,-5000,-1525.23346506892,2224.38202222794,-2413.6764685915,-2347.43049850611,-939.89490181865,4168.65995530506,0.62042084486098,-0.197232933905021,-0.759063334014498,36,1,0,0,0,0,0
37,39,-5000,-1332.26025692466,4449.60978106156,-4085.87573408055,-1200.84449151643,5000,1075.09193562398,0.850275437503769,0.122236769762353,0.511947118847094,37,1,0,0,0,0,1
38,40,-5000,-1194.62051862425,2791.97432075776,-4599.65698133606,-1583.8638820847,2730.79813773728,561.718304811153,0.712711363035487,-0.692951182339183,-0.108909007409056,38,1,0,0,0,0,0
39,41,-5000,-1126.71993264818,4747.84309165573,-4262.20940972175,-903.476370917789,5000,811.0214235043,0.90970542688055,0.275262225214458,0.310912758943825,39,1,0,0,0,0,1
40,42,-5000,-1113.88857078746,3782.59616936743,-3038.77279122151,-908.420118048348,4797.51561919305,2217.8121965483,0.884307161729406,0.0926446581270016,0.457621908385747,40,1,0,0,0,0,0
41,43,-5000,-1099.7597181318,-3498.00726232382,-859.593581892434,-464.39271979464,-3300.67349476013,4193.51846848242,0.987334728397159,0.151511672861927,0.0470568495278626,41,1,0,0,0,0,0
42,44,-5000,-1032.75823239689,-3930.21641597039,-3841.2940835211,-642.904872072403,-3919.37008726385,1222.58033939938,0.947754416734803,0.318877498484893,0.00887166949851995,42,1,0,0,0,0,0
43,45,-5000,-1028.65263600888,0.015221859663427,-3464.03861965299,-1273.96671209501,-218.561818589242,1570.71075645864,0.977876654903681,-0.156180299318265,-0.139158046476815,43,1,0,0,0,0,0
44,46,-5000,-961.751027590173,3156.62516012837,-4188.73500491925,-770.048269359104,2601.05951025203,1001.77543944703,0.809827195931815,0.191363004803638,-0.55458102484825,44,1,0,0,0,0,0
45,47,-5000,-731.749344336892,-1448.85070583919,-2327.24705257705,-763.909003116404,-1950.45099072288,2719.60390634487,0.982772874089268,-0.011825125969441,-0.184438727902049,45,1,0,0,0,0,0
46,48,-5000,-730.487962622236,1855.54491806651,-3941.26413545687,-1135.38813308892,1827.14762813308,1133.87485420103,0.933732554893949,-0.357094232195486,-0.0250444657346599,46,1,0,0,0,0,0
47,49,-5000,-561.292731474646,2432.06024610751,-3516.89101459389,-899.92465203099,2440.27368559865,1521.29921475044,0.974896306410971,-0.222593896896144,0.00539896386687307,47,1,0,0,0,0,0
48,50,-5000,-514.068744165381,4019.84708744789,-3411.10095297855,-424.909542548987,5000,1869.02361591365,0.850122509685217,0.0477036249607845,0.524419758106146,48,1,0,0,0,0,1
49,51,-5000,-476.615832602555,-1280.5382244246,-673.118996697684,-2802.85269639203,-2157.83239774665,4990.28278053823,0.867061285620298,-0.466153315571944,-0.175800493058918,49,1,0,0,0,0,0
50,52,-5000,-424.768298245947,2438.90343590154,-1347.73176400929,-169.264629335002,3420.55206799234,3790.51176351418,0.963529059887337,0.0674061142271902,0.258975223752034,50,1,0,0,0,0,0
51,53,-5000,-283.275356566054,933.891906571597,-4379.75247074549,-1271.17341410157,934.480040778632,1166.46899467179,0.531730832184725,-0.846913258773313,0.00050420046286823,51,1,0,0,0,0,0
52,54,-5000,-281.724644649797,3536.49433861641,-463.63770658839,124.771338411342,4513.20773858641,4658.08876117796,0.973867722577367,0.087266688958143,0.209681148223334,52,1,0,0,0,0,0
53,55,-5000,-164.470951784556,-3645.76776975669,-2688.10956364959,-2232.55516649171,-2354.21718604344,3360.04652037727,0.688053103529895,-0.61549273266459,0.384384732735257,53,1,0,0,0,0,0
54,56,-5000,-26.7677428770708,-3530.30197874937,-2660.91141296876,-61.3227277094073,-3300.85596774969,2350.56906661349,0.995115872260331,-0.014700689004693,0.0976129628602008,54,1,0,0,0,0,0
55,57,-5000,127.505239762082,-1252.26830164535,-2248.85280868866,1511.80528368367,-1705.40359744172,3112.94540205222,0.883776242749917,0.44469139838077,-0.145564806725373,55,1,0,0,0,0,0
56,58,-5000,215.344816075578,-4722.96002279038,-4554.82293054323,156.107720828442,-5000,527.676800319801,0.843654807615133,-0.112260185043639,-0.525018301054203,56,1,0,0,0,1,0
